# NEW LOG
# format=2.0.0CzechRad
# deadtime=on
$CZRA1,0159,2024-04-21T05:16:31Z,42,7,32804,A,5001.1094,N,01420.7866,E,384.69,A,5,193*1C
$CZRA1,0159,2024-04-21T05:16:36Z,42,2,32806,A,5001.0757,N,01420.7396,E,389.48,A,5,193*1F
$CZRA1,0159,2024-04-21T05:16:41Z,41,3,32809,A,5001.0371,N,01420.6880,E,391.23,A,6,164*10
$CZRA1,0159,2024-04-21T05:16:46Z,43,2,32811,A,5001.0000,N,01420.6353,E,391.02,A,6,164*1E
$CZRA1,0159,2024-04-21T05:16:51Z,42,3,32814,A,5000.9668,N,01420.5859,E,390.56,A,6,164*1F
$CZRA1,0159,2024-04-21T05:16:56Z,39,1,32815,A,5000.9395,N,01420.5281,E,389.47,A,6,164*17
$CZRA1,0159,2024-04-21T05:17:01Z,41,2,32817,A,5000.9302,N,01420.4561,E,384.47,A,6,164*11
$CZRA1,0159,2024-04-21T05:17:06Z,33,0,32817,A,5000.9463,N,01420.3876,E,380.57,A,7,139*11
$CZRA1,0159,2024-04-21T05:17:11Z,28,0,32817,A,5000.9839,N,01420.3370,E,379.69,A,7,139*18
$CZRA1,0159,2024-04-21T05:17:16Z,26,2,32819,A,5001.0293,N,01420.2932,E,380.89,A,7,139*1A
$CZRA1,0159,2024-04-21T05:17:21Z,27,2,32821,A,5001.0776,N,01420.2415,E,381.56,A,6,160*1C
$CZRA1,0159,2024-04-21T05:17:26Z,28,4,32825,A,5001.1260,N,01420.1837,E,382.93,A,6,160*10
$CZRA1,0159,2024-04-21T05:17:31Z,24,3,32828,A,5001.1738,N,01420.1189,E,384.58,A,6,160*15
$CZRA1,0159,2024-04-21T05:17:36Z,23,1,32829,A,5001.2173,N,01420.0475,E,383.82,A,6,160*1B
$CZRA1,0159,2024-04-21T05:17:41Z,21,1,32830,A,5001.2578,N,01419.9695,E,379.84,A,7,100*15
$CZRA1,0159,2024-04-21T05:17:46Z,22,3,32833,A,5001.2935,N,01419.8864,E,374.97,A,6,120*18
$CZRA1,0159,2024-04-21T05:17:51Z,20,1,32834,A,5001.3271,N,01419.7898,E,371.45,A,7,107*11
$CZRA1,0159,2024-04-21T05:17:56Z,21,2,32836,A,5001.3594,N,01419.6812,E,369.56,A,7,107*12
$CZRA1,0159,2024-04-21T05:18:01Z,23,4,32840,A,5001.3877,N,01419.5630,E,367.3,A,7,107*29
$CZRA1,0159,2024-04-21T05:18:06Z,27,4,32844,A,5001.4077,N,01419.4365,E,364.66,A,7,107*15
$CZRA1,0159,2024-04-21T05:18:11Z,28,1,32845,A,5001.4199,N,01419.3058,E,360.99,A,7,107*17
$CZRA1,0159,2024-04-21T05:18:16Z,29,3,32848,A,5001.4287,N,01419.1740,E,357.82,A,8,105*1D
$CZRA1,0159,2024-04-21T05:18:21Z,31,4,32852,A,5001.4370,N,01419.0414,E,354.73,A,8,105*1B
$CZRA1,0159,2024-04-21T05:18:26Z,33,6,32858,A,5001.4458,N,01418.9088,E,350.23,A,8,105*13
$CZRA1,0159,2024-04-21T05:18:31Z,32,2,32860,A,5001.4541,N,01418.7766,E,346.16,A,8,105*1A
$CZRA1,0159,2024-04-21T05:18:36Z,33,2,32862,A,5001.4619,N,01418.6445,E,342.68,A,8,105*1E
$CZRA1,0159,2024-04-21T05:18:41Z,35,3,32865,A,5001.4683,N,01418.5128,E,340.08,A,10,97*17
$CZRA1,0159,2024-04-21T05:18:46Z,34,2,32867,A,5001.4761,N,01418.3810,E,338.75,A,10,97*1E
$CZRA1,0159,2024-04-21T05:18:51Z,35,2,32869,A,5001.4844,N,01418.2490,E,338.46,A,10,97*1A
$CZRA1,0159,2024-04-21T05:18:56Z,34,1,32870,A,5001.4941,N,01418.1172,E,338.58,A,10,97*16
$CZRA1,0159,2024-04-21T05:19:01Z,32,2,32872,A,5001.5024,N,01417.9874,E,340.05,A,10,97*16
$CZRA1,0159,2024-04-21T05:19:06Z,30,2,32874,A,5001.5132,N,01417.8617,E,340.11,A,11,92*18
$CZRA1,0159,2024-04-21T05:19:11Z,29,0,32874,A,5001.5293,N,01417.7404,E,340.57,A,11,92*11
$CZRA1,0159,2024-04-21T05:19:16Z,31,5,32879,A,5001.5518,N,01417.6289,E,340.79,A,11,92*1D
$CZRA1,0159,2024-04-21T05:19:21Z,31,4,32883,A,5001.5801,N,01417.5214,E,341.44,A,11,92*10
$CZRA1,0159,2024-04-21T05:19:26Z,29,4,32887,A,5001.6196,N,01417.4155,E,341.34,A,11,92*1E
$CZRA1,0159,2024-04-21T05:19:31Z,31,4,32891,A,5001.6699,N,01417.3152,E,341.81,A,9,105*16
$CZRA1,0159,2024-04-21T05:19:36Z,36,7,32898,A,5001.7280,N,01417.2249,E,342.89,A,10,95*12
$CZRA1,0159,2024-04-21T05:19:41Z,34,1,32899,A,5001.7817,N,01417.1505,E,344.01,A,11,92*1F
$CZRA1,0159,2024-04-21T05:19:46Z,35,3,32902,A,5001.8262,N,01417.1012,E,348.04,A,12,90*14
$CZRA1,0159,2024-04-21T05:19:51Z,34,1,32903,A,5001.8750,N,01417.0885,E,348.69,A,12,90*18
$CZRA1,0159,2024-04-21T05:19:56Z,35,2,32905,A,5001.9146,N,01417.0938,E,346.71,A,12,90*1B
$CZRA1,0159,2024-04-21T05:20:01Z,34,1,32906,A,5001.9409,N,01417.0529,E,344.52,A,12,90*13
$CZRA1,0159,2024-04-21T05:20:06Z,34,2,32908,A,5001.9639,N,01417.0339,E,345.82,A,12,90*13
$CZRA1,0159,2024-04-21T05:20:11Z,36,2,32910,A,5001.9888,N,01417.0675,E,345.89,A,12,90*1C
$CZRA1,0159,2024-04-21T05:20:16Z,39,8,32918,A,5002.0234,N,01417.1188,E,346.08,A,11,94*18
$CZRA1,0159,2024-04-21T05:20:21Z,38,3,32921,A,5002.0645,N,01417.1787,E,346.31,A,11,94*1D
$CZRA1,0159,2024-04-21T05:20:26Z,35,1,32922,A,5002.1099,N,01417.2460,E,346.86,A,11,94*15
$CZRA1,0159,2024-04-21T05:20:31Z,33,2,32924,A,5002.1523,N,01417.3203,E,347.36,A,11,94*1C
$CZRA1,0159,2024-04-21T05:20:36Z,30,4,32928,A,5002.1851,N,01417.4082,E,348.45,A,12,90*1A
$CZRA1,0159,2024-04-21T05:20:41Z,38,9,32937,A,5002.2065,N,01417.5059,E,348.9,A,14,87*22
$CZRA1,0159,2024-04-21T05:20:46Z,38,3,32940,A,5002.2246,N,01417.6080,E,347.91,A,14,87*15
$CZRA1,0159,2024-04-21T05:20:51Z,39,2,32942,A,5002.2422,N,01417.7128,E,344.75,A,16,71*15
$CZRA1,0159,2024-04-21T05:20:56Z,37,0,32942,A,5002.2603,N,01417.8188,E,340.46,A,15,72*1E
$CZRA1,0159,2024-04-21T05:21:01Z,38,2,32944,A,5002.2793,N,01417.9255,E,337.7,A,15,72*29
$CZRA1,0159,2024-04-21T05:21:06Z,40,4,32948,A,5002.3091,N,01418.0261,E,337.48,A,15,72*15
$CZRA1,0159,2024-04-21T05:21:11Z,44,6,32954,A,5002.3530,N,01418.1122,E,338.38,A,15,73*1A
$CZRA1,0159,2024-04-21T05:21:16Z,42,6,32960,A,5002.4072,N,01418.1821,E,339.27,A,15,73*1D
$CZRA1,0159,2024-04-21T05:21:21Z,40,1,32961,A,5002.4629,N,01418.2473,E,342.21,A,15,86*1D
$CZRA1,0159,2024-04-21T05:21:26Z,43,4,32965,A,5002.5176,N,01418.3109,E,346.29,A,16,71*1A
$CZRA1,0159,2024-04-21T05:21:31Z,44,3,32968,A,5002.5703,N,01418.3737,E,350.93,A,16,71*18
$CZRA1,0159,2024-04-21T05:21:36Z,43,3,32971,A,5002.6245,N,01418.4271,E,355.62,A,15,72*1F
$CZRA1,0159,2024-04-21T05:21:41Z,38,4,32975,A,5002.6758,N,01418.4695,E,359.2,A,15,72*2D
$CZRA1,0159,2024-04-21T05:21:46Z,38,3,32978,A,5002.7026,N,01418.4912,E,361.17,A,15,72*10
$CZRA1,0159,2024-04-21T05:21:51Z,37,1,32979,A,5002.7070,N,01418.4945,E,361.39,A,15,72*17
$CZRA1,0159,2024-04-21T05:21:56Z,40,3,32982,A,5002.7188,N,01418.5021,E,361.49,A,14,73*1D
$CZRA1,0159,2024-04-21T05:22:01Z,39,1,32983,A,5002.7466,N,01418.4904,E,362.37,A,15,72*11
$CZRA1,0159,2024-04-21T05:22:06Z,36,1,32984,A,5002.7832,N,01418.4779,E,364.92,A,15,72*1E
$CZRA1,0159,2024-04-21T05:22:11Z,39,9,32993,A,5002.8262,N,01418.4683,E,367.94,A,16,69*11
$CZRA1,0159,2024-04-21T05:22:16Z,33,0,32993,A,5002.8711,N,01418.4708,E,369.94,A,14,80*1D
$CZRA1,0159,2024-04-21T05:22:21Z,34,2,32995,A,5002.9175,N,01418.4901,E,372.62,A,16,69*1E
$CZRA1,0159,2024-04-21T05:22:26Z,30,0,32995,A,5002.9624,N,01418.5262,E,372.08,A,16,69*1F
$CZRA1,0159,2024-04-21T05:22:31Z,29,2,32997,A,5003.0112,N,01418.5580,E,371.98,A,15,71*10
$CZRA1,0159,2024-04-21T05:22:36Z,30,4,33001,A,5003.0645,N,01418.5723,E,370.81,A,14,73*1A
$CZRA1,0159,2024-04-21T05:22:41Z,26,0,33001,A,5003.1172,N,01418.5780,E,368.55,A,15,71*11
$CZRA1,0159,2024-04-21T05:22:46Z,25,2,33003,A,5003.1699,N,01418.5834,E,366.57,A,15,71*1B
$CZRA1,0159,2024-04-21T05:22:51Z,27,3,33006,A,5003.2217,N,01418.5878,E,365.73,A,16,69*1D
$CZRA1,0159,2024-04-21T05:22:56Z,31,7,33013,A,5003.2720,N,01418.5956,E,367.14,A,16,69*12
$CZRA1,0159,2024-04-21T05:23:01Z,32,2,33015,A,5003.3208,N,01418.6055,E,367.23,A,16,69*12
$CZRA1,0159,2024-04-21T05:23:06Z,32,1,33016,A,5003.3696,N,01418.6289,E,363.85,A,16,69*1D
$CZRA1,0159,2024-04-21T05:23:11Z,23,0,33016,A,5003.4209,N,01418.6626,E,358.88,A,17,68*1B
$CZRA1,0159,2024-04-21T05:23:16Z,26,3,33019,A,5003.4771,N,01418.6833,E,352.15,A,15,113*24
$CZRA1,0159,2024-04-21T05:23:21Z,28,4,33023,A,5003.5356,N,01418.6852,E,345.29,A,16,112*2C
$CZRA1,0159,2024-04-21T05:23:26Z,30,2,33025,A,5003.5933,N,01418.6703,E,341.03,A,16,112*2C
$CZRA1,0159,2024-04-21T05:23:31Z,32,4,33029,A,5003.6460,N,01418.6420,E,337.99,A,14,121*28
